pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,st_teff,st_rad,st_mass,sy_dist
WASP-47 d,3.65,15.5,,9.030501,5371.0,1.156,1.04,264.78
Kepler-245 b,2.57,7.13,753.0,7.49019,5100.0,0.795,0.856,861.527
Kepler-245 e,1.75,3.71,998.0,3.219821056,5174.0,0.8,0.86,861.527
Kepler-20 f,0.952,1.4,681.0,19.578328,5495.0,0.9164,0.929,282.563
Kepler-20 g,4.71,19.96,524.0,34.94,5495.0,0.9639,0.948,282.563
Kepler-402 d,1.38,2.48,1006.0,8.921099,6090.0,1.264,1.072,625.339
HIP 109600 b,13.2,851.7844,,232.08,5530.0,0.971958,0.87,66.3361
Kepler-300 b,1.67,3.43,812.0,10.446347,5986.0,0.9,1.07,1098.45
Kepler-407 b,1.07,3.2,1983.0,0.66931,5476.0,1.01,1.0,338.368
Kepler-212 c,2.74,7.95,664.0,31.805174,5852.0,1.455,1.166,687.194
Kepler-1550 b,3.02,9.38,348.0,225.582809,5991.0,1.11,1.07,1179.01
Kepler-565 b,3.64,12.9,1063.0,4.243747226,5735.0,0.95,0.98,1041.0
Kepler-560 b,1.72,3.61,298.0,18.47764449,3556.0,0.33,0.34,109.308
Kepler-213 b,1.62,3.26,1326.0,2.46236,5696.0,1.195,1.07,634.939
Kepler-407 c,12.3,4000.0,,3000.0,5476.0,1.01,1.0,338.368
Kepler-268 b,2.55,7.04,695.0,25.934138,6081.0,1.274,1.109,851.87
Kepler-577 b,2.55,7.04,314.0,25.69578251,4984.0,0.73,0.78,524.247
Kepler-578 b,2.0,4.66,1774.0,1.616883696,5334.0,0.83,0.87,541.432
Kepler-1243 b,1.75,3.71,690.0,16.8320729,5667.0,0.94,0.96,758.17
Kepler-1249 b,2.38,6.26,647.0,24.3347127,6202.0,1.28,1.19,1904.54
Kepler-27 c,4.9,4385.87,481.0,31.3309,5400.0,0.59,0.65,1044.36
Kepler-408 b,0.82,5.0,1561.0,2.46502,6104.0,1.23,1.08,88.7832
Kepler-383 c,1.24,2.07,406.0,31.200751,4710.0,0.672,0.669,470.0
Kepler-273 c,1.98,4.58,865.0,8.014927,5626.0,0.815,0.756,713.964
Kepler-276 b,2.87,8.6,739.0,14.12841,6105.0,1.046,0.845,1144.86
Kepler-271 b,1.23,2.04,759.0,10.43547805,5555.0,0.87,0.9,404.542
Kepler-957 b,5.5,25.9,769.0,5.907413537,4963.0,0.75,0.81,824.688
Kepler-245 c,2.18,225.6,568.0,17.460812,5100.0,0.795,0.856,861.527
Kepler-256 b,1.59,3.15,1681.0,1.620493,5551.0,1.301,1.037,1026.43
Kepler-372 d,1.69,3.5,660.0,30.092568,6509.0,1.137,1.037,1493.95
Kepler-387 c,0.89,0.64,826.0,11.837549,5774.0,1.046,0.85,801.052
Kepler-390 b,0.82,0.477,786.0,6.738088,5166.0,0.776,0.787,435.277
Kepler-392 c,1.1,1.37,901.0,10.423118,5938.0,1.129,0.874,681.428
Kepler-972 b,4.65,19.5,1060.0,7.03932553,6146.0,1.22,1.15,1198.03
Kepler-250 d,2.18,5.39,579.0,17.648312,5160.0,0.805,0.806,760.585
Kepler-251 b,1.33,2.33,990.0,4.790936,5526.0,0.89,0.891,924.625
Kepler-262 b,1.36,2.42,734.0,13.060855,5841.0,0.881,0.816,613.129
Kepler-271 d,0.66,0.219,954.0,5.24972541,5555.0,0.87,0.9,404.542
Kepler-273 b,1.5,2.86,1209.0,2.936532,5626.0,0.815,0.756,713.964
Kepler-834 b,2.02,4.74,378.0,13.32388301,4554.0,0.66,0.7,633.937
Kepler-399 b,0.96,0.84,773.0,14.425281,5502.0,0.68,0.902,740.537
Kepler-399 d,1.89,4.23,486.0,58.034616,5502.0,0.68,0.902,740.537
Kepler-400 c,1.49,2.83,755.0,17.340824,5886.0,1.145,1.08,845.97
Kepler-306 d,2.47,6.66,535.0,17.326644,4954.0,0.719,0.75,775.679
Kepler-304 b,2.86,8.55,875.0,3.295709,4731.0,0.687,0.737,434.684
Kepler-306 c,2.35,6.12,716.0,7.240193,4954.0,0.719,0.75,775.679
Kepler-430 b,3.25,10.6,667.0,35.968,5884.0,1.485,1.166,917.477
Kepler-602 b,2.09,5.02,852.0,15.28469497,6062.0,1.13,1.08,1159.31
Kepler-614 b,2.39,6.3,641.0,14.03491514,5268.0,0.81,0.85,527.995
Kepler-615 b,1.74,3.68,620.0,10.35584657,4655.0,0.69,0.73,330.0
Kepler-616 b,2.43,6.48,860.0,9.99761851,5753.0,0.97,0.98,945.775
Kepler-1301 b,1.4,2.54,734.0,9.08237046,5188.0,0.81,0.85,854.28
Kepler-835 b,2.79,8.2,921.0,11.41909375,5954.0,1.11,1.08,2406.33
Kepler-1555 b,1.61,3.22,959.0,8.10501635,5866.0,1.06,1.04,2013.27
Kepler-1563 b,0.75,0.347,1134.0,3.43276598,5765.0,0.99,1.0,616.697
Kepler-1589 b,1.09,1.32,2102.0,0.991665274,6166.0,1.25,1.18,1513.14
Kepler-1591 b,1.27,2.15,892.0,8.18504949,6082.0,1.16,1.1,1419.58
Kepler-1952 b,1.23923346,2.07,725.0,27.21080017,5973.0,1.305,0.922,852.062
Kepler-375 b,1.45,2.7,851.0,12.125934,5826.0,0.837,0.891,1238.81
Kepler-374 d,1.31,2.27,1272.0,5.028219,5977.0,0.911,1.033,1265.61
Kepler-936 b,1.45,2.7,867.0,10.56134221,5482.0,0.89,0.92,823.399
Kepler-411 d,3.319,15.2,410.0,58.02035,4961.0,0.82,0.87,153.676
Kepler-92 b,3.51,64.3,975.0,13.749,5883.0,1.7,1.21,477.992
Kepler-1027 b,0.89,0.64,1268.0,1.907805199,5436.0,0.82,0.91,405.104
Kepler-940 b,3.34,11.1,486.0,59.6225257,5769.0,0.96,0.97,1260.78
Kepler-694 b,2.8,8.25,914.0,6.365841612,5700.0,0.95,0.97,1023.06
Kepler-787 b,1.28,2.18,1115.0,0.928310498,4248.0,0.62,0.65,503.568
Kepler-313 c,2.57,7.13,683.0,32.273273,5727.0,1.536,1.114,1079.39524871
Kepler-326 c,1.4,17.4,889.0,4.580358,5105.0,0.801,0.91,487.675
Kepler-33 c,3.2,0.39,1009.0,13.17562,5904.0,1.82,1.291,1209.16
Kepler-785 b,13.02,,753.0,1.973760926,4739.0,0.71,0.77,642.051
TOI-1693 b,1.41,2.57,764.0,1.7666957,3499.0,0.46,0.49,30.7947
TOI-2498 b,6.06,34.62,1443.0,3.738252,5905.0,1.26,1.12,275.265
TOI-2524 b,11.2089807,203.41018048,1100.0,7.18585,5831.0,1.119,1.007,438.842
TOI-2145 b,12.41899699,1767.0,1363.43,10.261127,6200.0,2.7505,1.7169,224.731
TOI-3321 b,15.55806521,176.07693748,1616.0,3.6525145,5850.0,1.549,1.041,285.895
TOI-2141 b,3.05,24.0,722.0,18.26157,5659.0,0.98,0.94,77.682
TOI-1824 b,2.7438269,16.0,528.67,22.808533,5165.0,0.8123,0.8801,59.4314
HD 63935 c,3.06451296,11.1,619.59,21.4027,5513.0,0.9598,0.9406,48.9739
Kepler-42 b,0.78,0.399,519.0,1.2137672,3068.0,0.17,0.13,40.0595
Kepler-42 c,0.73,0.315,720.0,0.45328509,3068.0,0.17,0.13,40.0595
Kepler-425 b,10.962,79.45,1070.0,3.79701816,5170.0,0.86,0.93,646.647
Kepler-53 b,2.89,111.0,701.0,18.6489525,5858.0,0.89,0.98,1366.07
Kepler-96 b,2.67,8.46,711.0,16.2385,5690.0,1.02,1.0,122.881
Kepler-930 b,2.13,5.18,561.0,71.4517775,6335.0,1.4,1.25,848.396
Kepler-337 b,1.54,2.99,1458.0,3.292781,5684.0,1.761,1.081,677.975
Kepler-33 e,4.02,5.57,752.0,31.7844,5904.0,1.82,1.291,1209.16
Kepler-332 b,1.17,1.71,703.0,7.626324,4955.0,0.72,0.743,344.19
Kepler-390 c,0.79,0.418,630.0,13.060022,5166.0,0.776,0.787,435.277
Kepler-392 b,1.0,0.972,1125.0,5.341853,5938.0,1.129,0.874,681.428
Kepler-80 e,1.6,4.13,629.0,4.64489,4540.0,0.678,0.73,369.451
Kepler-454 b,2.37,5.4,916.0,10.5737534,5687.0,1.066,1.03,230.869
Kepler-454 c,12.9,1433.40611557,,524.19,5687.0,1.066,1.03,230.869
Kepler-539 b,8.373123,308.2951,387.6,125.63243,5820.0,0.952,1.048,307.318
Kepler-98 b,1.99,3.55,1592.0,1.54168,5539.0,1.11,0.99,350.315
Kepler-543 b,2.5,6.8,521.0,13.89961966,4671.0,0.67,0.7,221.802
Kepler-545 b,2.69,7.7,806.0,13.24934059,5882.0,1.07,1.04,818.001
Kepler-700 b,5.99,30.0,452.0,80.8720639,5692.0,0.96,0.98,1491.76
Kepler-394 d,1.50066814,2.86,1165.0,5.613580227,6398.0,1.101,1.141,1058.72
Kepler-393 c,1.33,2.33,901.0,14.613612,6189.0,1.382,1.256,881.404
Kepler-48 c,2.71,14.61,736.0,9.67395,5194.0,0.89,0.88,306.738
Kepler-82 d,1.77,3.78,1253.0,2.382961,5428.0,0.945,0.946,904.326
Kepler-48 b,1.88,3.94,932.0,4.778,5194.0,0.89,0.88,306.738
Kepler-487 d,2.77513568,8.12,1226.0,2.418390036,5422.0,0.887,0.874,872.343
Kepler-1188 b,2.08,4.98,775.0,17.1369543,5913.0,1.06,1.04,1717.48
Kepler-1824 b,2.38127597,6.26,421.0,95.61100006,6002.0,1.081,1.135,1040.1
Kepler-648 b,3.22,10.5,674.0,17.4211749,5741.0,0.98,1.05,636.03
Kepler-758 c,1.69,3.5,1372.0,4.75793986,6228.0,1.42,1.16,1502.32
Kepler-436 b,2.73,7.9,322.0,64.00205,4651.0,0.697,0.729,588.867
Kepler-50 c,2.17,8.2,1125.0,9.37647,6225.0,1.58,1.24,250.11
Kepler-509 b,2.49,6.76,584.0,41.74600392,6060.0,1.2,1.1,332.443
Kepler-491 b,8.92,59.0,1111.0,4.225384512,5582.0,1.03,1.04,630.785
Kepler-549 d,4.2,16.4,586.0,24.61480613,5312.0,0.986,0.859,635.145
Kepler-596 b,3.46,11.8,725.0,21.30022655,6267.0,1.32,1.21,1023.85
Kepler-341 c,1.7,3.53,940.0,8.01041,6012.0,1.024,0.976,1047.03
Kepler-342 b,2.25,5.69,905.0,15.170318,6175.0,1.472,1.213,781.611
Kepler-433 b,16.25,896.24,1776.0,5.33408384,6360.0,2.26,1.46,1878.31
Kepler-437 b,2.14,5.22,308.0,66.65062,4551.0,0.68,0.707,304.0
Kepler-442 b,1.34,2.36,241.0,112.3053,4402.0,0.598,0.609,365.965
Kepler-445 c,2.51,6.85,341.0,4.871229,3157.0,0.21,0.18,127.201
Kepler-663 b,2.6,7.27,917.0,4.99678284,5264.0,0.82,0.86,1063.09
Kepler-664 b,2.66,7.56,1406.0,2.525593315,5754.0,1.02,1.01,1210.12
K2-277 b,2.18575124,5.42,1049.0,6.326768,5733.0,0.97,1.02,113.123
K2-57 b,2.30905002,5.94,635.8,9.0073,4434.0,0.671,0.699,264.213
Kepler-685 b,10.58,78.8,1579.0,1.6255222,5963.0,1.16,1.11,938.715
Kepler-691 b,2.09,5.02,460.0,8.114379,3715.0,0.5,0.53,279.115
Kepler-756 b,1.12,1.46,1741.0,1.224866322,5282.0,0.79,0.82,852.0
Kepler-346 c,3.07,9.64,654.0,23.851549,6033.0,1.021,0.943,984.105
Kepler-489 b,7.72,46.1,538.0,17.276296119,5014.0,0.76,0.82,369.645
Kepler-51 d,9.7,7.6,381.0,130.194,6018.0,0.94,1.04,783.831
Kepler-46 b,9.057,1907.0,543.0,33.60134,5155.0,0.938,0.902,777.06
Kepler-460 c,5.52,26.1,389.0,220.1303357,6146.0,1.26,1.17,1274.01
Kepler-511 c,4.20964327,16.5,742.0,26.62949944,5866.0,1.417,0.958,651.999
Kepler-991 b,2.54,6.99,260.0,82.5342519,4392.0,0.61,0.64,389.561
Kepler-967 b,2.35,6.12,638.0,13.22713379,5178.0,0.8,0.84,568.546
OGLE-2019-BLG-0468L b,13.1,1090.15143601,,,,,0.92,4400.0
Kepler-553 c,11.57887706,2129.4503269,251.0,328.24017,5191.0,0.902,0.889,728.525
Kepler-322 c,1.67,3.43,996.0,4.337234,5388.0,0.89,0.908,400.48
Kepler-436 c,2.33,6.04,503.0,16.79713874,4685.0,0.71,0.75,588.867
Kepler-521 b,3.18,10.2,803.0,22.20813214,6406.0,1.46,1.34,830.638
Kepler-1957 b,0.94374867,0.79,1099.0,2.186619997,4904.0,0.772,0.745,460.899
Kepler-1609 b,2.22,5.56,429.0,114.34219,6132.0,1.27,1.18,1826.04
Kepler-141 c,1.41,2.57,738.0,7.010606,4910.0,0.787,0.878,301.183
Kepler-1417 b,1.0,0.972,695.0,20.3505213,5839.0,1.02,1.02,991.845
Kepler-15 b,10.76,209.76,1251.0,4.942782,5515.0,0.992,1.018,739.412
Kepler-150 b,1.25,2.1,1131.0,3.428054,5560.0,0.939,0.956,891.092
Kepler-1559 b,0.72,0.299,1609.0,0.971915428,5316.0,0.82,0.86,614.827
Kepler-319 d,2.29,5.86,528.0,31.781925,5526.0,0.903,0.933,503.436
Kepler-722 b,2.63,7.41,1182.0,4.093573252,5863.0,1.05,1.03,1239.5
Kepler-1785 b,2.70422447,7.77,666.0,19.58550072,5618.0,0.996,0.911,745.74
Kepler-177 b,3.5,5.84,549.0,36.8601,5732.0,1.324,0.921,1435.44
Kepler-1833 b,1.30027362,2.24,1177.0,6.892129898,6164.0,1.446,1.286,591.602
Kepler-184 b,2.36,6.17,780.0,10.687576,5788.0,0.873,0.872,610.326
Kepler-185 c,2.02,4.74,530.0,20.729042,5208.0,0.806,0.763,466.735
Kepler-953 b,4.21,16.5,410.0,88.40655258,5416.0,0.99,0.95,258.893
Kepler-955 b,3.13,9.96,664.0,14.53244172,5350.0,0.84,0.89,550.383
Kepler-1625 b,6.06,30.6,350.0,287.378949,5677.0,0.94,0.96,2310.11
Kepler-164 e,4.24,16.7,429.0,94.886902,5888.0,1.097,0.966,890.758
Kepler-162 c,3.03,9.43,681.0,19.446355,5816.0,0.958,1.053,855.641
Kepler-1744 b,3.76754004,13.6,532.0,37.10110092,5986.0,0.85,0.886,1091.63
Kepler-1769 b,4.465,18.2,483.0,89.1934967,6071.0,1.295,1.061,438.412
HATS-22 b,10.682177,870.8542,858.0,4.7228124,4803.0,0.689,0.759,229.518
OGLE-2018-BLG-1269L b,14.1,210.0,,,,,1.11,2510.0
TOI-969 b,2.765,9.1,941.0,1.8237305,4435.0,0.671,0.734,77.2554
HD 124330 b,14.0,238.37130525,,270.66,5873.0,1.30446,1.15,60.1977
HIP 38594 b,2.77,8.1,,60.722,4086.3,0.626646,0.61,17.7886
GJ 667 C f,1.45,2.7,,39.026,3350.0,,0.33,7.24396
HATS-62 b,11.825495,56.89157,1237.0,3.2768837,5416.0,0.933,0.896,523.067
GJ 667 C b,2.25,5.68,,7.203,3350.0,,0.33,7.24396
TOI-836 c,2.587,9.6,665.0,8.59545,4552.0,0.665,0.678,27.5024
HD 260655 b,1.24,2.14,709.0,2.76953,3803.0,0.439,0.439,10.0055
Kepler-342 c,1.96,4.5,754.0,26.234138,6175.0,1.472,1.213,781.611
Kepler-343 b,2.41,6.39,1024.0,8.96855,5807.0,1.433,1.055,927.193
Kepler-323 b,1.381,3.9,1838.0,1.678328,6004.0,1.12,1.015,454.883
Kepler-344 c,2.95,9.01,360.0,125.596809,5774.0,0.976,0.931,1002.94
Kepler-346 b,2.66,7.56,1008.0,6.511127,6033.0,1.021,0.943,984.105
WASP-148 b,8.47398941,91.21675281,940.0,8.803809,5437.0,0.905,0.954,246.353
K2-268 b,1.5,2.86,1136.0,2.151676,5106.0,0.78,0.84,327.783
Kepler-217 c,1.85,4.08,1208.0,8.586004,6171.0,1.799,1.342,1104.64
Kepler-220 c,1.57,3.09,586.0,9.034199,4632.0,0.666,0.729,171.109
Kepler-1588 b,0.76,0.363,925.0,7.84931739,5817.0,0.99,0.96,924.141
Kepler-208 e,1.48,2.79,880.0,16.259458,6092.0,1.314,1.082,775.328
Kepler-221 e,2.63,7.41,582.0,18.369917,5243.0,0.821,0.854,385.231
Kepler-1148 b,1.69,3.5,1397.0,1.104463509,5054.0,0.77,0.81,625.692
Kepler-1161 b,2.13,5.18,485.0,10.71252541,4253.0,0.57,0.59,547.726
Kepler-1168 b,2.5,6.8,379.0,55.8226539,5157.0,0.82,0.87,752.666
Kepler-1186 b,2.23,5.6,724.0,16.07677615,5635.0,0.93,0.95,1337.25
Kepler-1181 c,1.83,4.01,1124.0,8.93484887,6688.0,1.347,1.336,938.417
Kepler-1643 b,2.32,5.99,799.0,5.342657,4916.0,0.855,0.845,341.774
Kepler-1860 b,1.13863767,1.55,697.0,12.73719978,5420.0,0.868,0.874,438.703
Kepler-1263 b,1.14,1.55,907.0,4.55139967,5213.0,0.8,0.84,664.83
Kepler-1254 b,1.55,3.02,660.0,9.99113313,4985.0,0.75,0.78,622.818
Kepler-1407 b,2.25,5.69,826.0,20.0711504,6010.0,1.15,1.1,1396.41
Kepler-191 c,1.86,4.12,596.0,17.738506,5282.0,0.789,0.857,594.464
Kepler-1912 b,1.35670508,2.41,976.0,6.059219837,5734.0,0.962,0.977,297.017
Kepler-192 b,2.74,7.95,803.0,9.926746,5479.0,1.007,1.028,651.674
Kepler-223 c,3.44,5.1,947.0,9.84564,5803.0,1.72,1.125,1859.71
Kepler-224 b,1.39,2.51,937.0,3.132924,5018.0,0.676,0.777,782.088
Kepler-223 b,2.99,7.4,1042.0,7.38449,5803.0,1.72,1.125,1859.71
Kepler-1414 b,1.23,2.04,1033.0,3.51576315,4951.0,0.75,0.8,570.835
Kepler-1416 b,0.88,0.615,1870.0,1.49514952,6019.0,1.15,1.09,949.59
Kepler-197 e,0.91,0.693,691.0,25.209715,6004.0,1.12,0.857,330.575
Kepler-1965 b,1.35415138,2.4,492.0,41.86869812,5852.0,0.837,0.928,521.791
Kepler-197 d,1.22,1.98,810.0,15.677563,6004.0,1.12,0.857,330.575
Kepler-230 c,2.04,4.82,359.0,91.773242,5588.0,0.817,0.784,740.754
Kepler-239 b,2.33,6.04,616.0,11.763051,4914.0,0.763,0.757,648.109
Kepler-251 c,2.77,8.1,655.0,16.514043,5526.0,0.89,0.891,924.625
Kepler-253 d,3.17,10.2,563.0,18.119869,5208.0,0.786,0.86,838.595
Kepler-95 b,3.42,13.0,927.0,11.5231,5699.0,1.41,1.08,445.656
Kepler-325 b,2.91,8.8,1017.0,4.544439,5752.0,1.003,0.914,823.242
Kepler-335 c,3.07,9.64,592.0,67.844469,5877.0,1.854,1.367,1278.97
Kepler-324 c,3.15,10.1,410.0,51.805612,5194.0,0.84,0.901,501.574
Kepler-338 d,3.0,9.27,680.0,44.431014,5923.0,1.735,1.105,552.798
Kepler-942 b,2.13,5.18,379.0,44.96417488,4861.0,0.75,0.81,216.354
Kepler-1223 b,1.22,1.98,557.0,16.301259,4870.0,0.75,0.8,459.957
Kepler-201 b,2.46,6.62,683.0,25.672083,6065.0,1.229,1.098,636.445
Kepler-202 c,1.85,4.08,505.0,16.282493,4668.0,0.667,0.683,285.111
Kepler-20 d,2.606,13.4,430.0,77.611455,5495.0,0.9164,0.929,282.563
Kepler-206 d,1.19,1.81,681.0,23.44281,5764.0,1.185,0.957,594.447
Kepler-208 b,1.63,3.29,1379.0,4.22864,6092.0,1.314,1.082,775.328
Kepler-259 b,2.8,8.25,879.0,8.115317,5938.0,0.898,0.867,1002.14
Kepler-260 c,1.74,3.68,372.0,76.050178,5250.0,0.862,1.013,627.365
Kepler-27 d,2.7061946,7.78,810.0,6.546289921,5251.0,0.817,0.926,1044.36
Kepler-277 c,3.36,64.2,778.0,33.006,5946.0,1.69,1.12,976.643
Kepler-28 c,1.857,2.06,509.0,8.99,4499.3,0.664,0.684,438.359
Kepler-36 b,1.498,3.83,978.0,13.86825,5979.0,1.634,1.034,527.956
Kepler-360 b,1.65,3.36,1116.0,3.289672,6053.0,1.058,0.994,876.044
Kepler-363 c,1.69,66.4,1054.0,7.542427,5593.0,1.485,1.226,762.596
Kepler-352 d,0.80628032,0.449,788.0,6.887279987,5208.0,0.772,0.796,252.733
Kepler-370 c,1.91,4.31,647.0,19.02293,5852.0,0.9,0.982,1167.94
Kepler-1317 b,1.56,3.05,1796.0,0.568874427,5144.0,0.79,0.83,728.303
HAT-P-30 b,16.14096,263.7989,1630.0,2.8106,6304.0,1.31,1.55,213.985
K2-29 b,13.33871,232.0159,1171.0,3.2588321,5358.0,0.86,0.94,178.475
HIP 41378 d,3.96,14.9,,1114.0,6226.0,1.35,1.14,106.289
KELT-17 b,17.093725,416.3573,2087.0,3.0801716,7454.0,1.645,1.635,226.5
TOI-2458 c,3.18,10.22,,16.553,6005.0,1.31,1.05,112.958
K2-352 b,1.37,2.45,1160.0,3.665912,5791.0,0.95,0.98,176.051
TOI-4600 c,9.42,2946.26933289,191.0,482.8191,5170.0,0.81,0.89,216.056
TOI-178 f,2.287,7.72,521.0,15.231915,4316.0,0.651,0.65,62.699
WASP-62 b,14.79588,165.2716,1475.3,4.41195,6230.0,1.23,1.11,175.631
TOI-1347 c,1.6,6.4,1000.0,4.841962,5464.0,0.83,0.913,147.476
HIP 113103 c,2.4,6.35,585.0,14.245648,4930.0,0.742,0.761,46.2122
HIP 94235 b,3.0,379.0,1060.0,7.713057,5991.0,1.08,1.094,58.5146
HIP 9618 b,3.82838127,8.3,640.88,20.772858,5649.0,0.9593,0.942,67.5478
HIP 9618 c,3.42855926,7.0,470.31,52.56363,5649.0,0.9593,0.942,67.5478
K2-4 b,2.1,5.06,563.0,10.003417,4014.73,0.569359,0.635026,231.828
K2-27 b,4.48,30.9,902.0,6.771315,5368.0,0.855055,0.92012,249.645
HIP 41378 e,5.51,26.0,,131.0,6226.0,1.35,1.14,106.289
K2-268 c,2.69,7.7,696.0,9.327527,5106.0,0.78,0.84,327.783
Kepler-1233 b,2.6,7.27,604.0,45.1263042,6198.0,1.25,1.16,1178.7
Kepler-292 c,1.47,2.76,1001.0,3.715335,5299.0,0.826,0.865,1056.48
Kepler-292 f,2.35,6.12,563.0,20.834237,5299.0,0.826,0.865,1056.48
Kepler-282 e,3.1,56.2,484.0,44.347,5656.0,0.89,0.97,1337.61
Kepler-295 d,1.36,2.42,533.0,33.884054,5603.0,0.898,0.89,1699.19
Kepler-305 d,2.76,6.2,576.0,16.74,5090.0,0.792,0.827,868.477
Kepler-1487 c,7.97,48.7,991.0,35.8007112,5745.0,3.955,1.801,1014.62
Kepler-1294 b,3.19,10.3,401.0,115.6862258,5776.0,0.97,0.99,1855.7
TOI-2368 b,10.83908434,206.58846455,1000.0,5.1750073,5360.0,0.846,0.897,210.915
OGLE-2014-BLG-0221L b,12.9,1382.55357045,,,,,0.69,3680.0
GJ 667 C c,1.77,3.8,,28.14,3350.0,,0.33,7.24396
Kepler-1302 b,1.43,2.63,778.0,8.83922659,5236.0,0.82,0.86,634.58
Kepler-1348 b,1.94,4.42,636.0,27.5722742,5911.0,1.04,1.04,1213.82
TOI-1235 b,1.69,6.69,775.0,3.444714,3997.0,0.619,0.63,39.6345
HD 158259 c,2.23,5.6,,3.432,5801.89,1.21,1.08,27.0498
WASP-65 b,12.464,492.62,1480.0,2.3114243,5600.0,1.07008,1.038,273.703
K2-3 c,1.582,2.68,371.8,24.646729,3951.0,0.550856,0.53,44.0727
HAT-P-56 b,16.92559,734.1873,1840.0,2.79083,6566.0,1.428,1.296,320.639
TOI-3884 b,6.43,32.59,441.0,4.5445828,3180.0,0.302,0.298,43.1448
NGTS-8 b,12.21781,295.5819,1345.0,2.4997,5241.0,0.98,0.89,428.976
Kepler-1110 b,2.66,7.56,609.0,9.69312032,4781.0,0.7,0.73,726.828
Kepler-1286 b,2.15,5.27,888.0,11.25402929,5753.0,0.98,1.0,1354.46
Kepler-136 b,2.05,19.8,951.0,11.5789,6165.0,1.355,1.204,420.818
HD 23472 d,0.75,0.55,909.0,3.97664,4684.0,0.71,0.67,39.0341
CoRoT-20 c,12.2,5403.11,,1675.0,4947.5,1.37037,1.14,844.061
HIP 97166 b,2.4801338,19.1,701.66,10.288914,5216.0,0.8418,0.9342,65.9501
WASP-193 b,16.40994774,44.17814857,1254.0,6.2463345,6078.0,1.239,1.059,362.087
TOI-1296 b,14.11645916,95.3,1414.84,3.9443736,5567.0,1.7031,1.1576,323.265
TOI-1823 b,7.5406241,67.4,423.63,38.8,4927.0,0.8049,0.8414,71.6456
HD 56414 b,3.71,13.3,1133.0,29.04992,8500.0,1.751,1.89,272.217
TIC 139270665 c,12.9,1554.18091023,200.0,1010.0,5844.0,1.016,1.035,189.875
TOI-4336 A b,2.12,5.14,308.0,16.336334,3298.0,0.328,0.331,22.5455
TOI-2364 b,8.60849718,71.51139158,1091.0,4.0197517,5306.0,0.886,0.954,219.614
TOI-1130 b,3.66,19.8,825.0,4.074554,4350.0,0.697,0.745,58.2609
TOI-1181 b,17.02644168,374.71969185,1942.12,2.103189,6054.0,1.961,1.467,302.819
WASP-50 b,13.069694,466.828704,1394.84,1.9551,5518.0,0.84,0.93,184.848
HAT-P-37 b,13.204,371.528,1271.0,2.797436,5500.0,0.877,0.929,390.594
K2-117 c,2.06,4.9,537.0,5.444017,3778.0,0.51,0.54,101.632
HD 25463 b,2.54535814,8.7,1198.46,7.0491423,6337.87,1.4182,1.251,45.6181
HD 25463 c,1.36354953,4.3,1585.57,3.04405,6337.87,1.4182,1.251,45.6181
TOI-1174 b,2.562,32.0,713.83,8.953487683,5158.0,0.7847,0.8425,94.6375
GJ 357 d,2.34,6.1,219.6,55.661,3505.0,0.337,0.342,9.44181
GJ 806 b,1.331,1.9,940.0,0.9263237,3600.0,0.4144,0.413,12.0445
V1298 Tau e,9.97599282,321.00669107,492.0,53.5,4941.0,1.407,1.135,108.199
HD 158259 d,2.18,5.41,,5.1980814,5801.89,1.21,1.08,27.0498
HAT-P-4 b,14.28,213.255,1686.0,3.056536,5860.0,1.617,0.556,320.451
HAT-P-28 b,13.585,198.953,1384.0,3.257215,5680.0,1.103,1.025,401.319
HAT-P-29 b,13.11453,279.6904,1271.0,5.72319,6087.0,1.3,1.45,313.576
TOI-1799 b,1.642,4.0,922.72,7.094570865,5698.0,0.9536,0.9406,62.1274
TOI-5726.01,2.554,7.05,1093.03,5.491125215,5874.0,1.106,1.06,108.848
Kepler-105 c,1.44,5.6,997.0,7.12592,6082.0,1.026,0.991,459.223
TOI-1758 b,3.62,6.9,551.44,20.705074685,5151.0,0.8155,0.8253,96.6215
EPIC 206317286 c,2.094,5.03,,17.515472,4752.0,0.758,0.832,314.35
K2-187 c,1.4,2.54,1173.0,2.871512,5438.0,0.83,0.966999,330.916
K2-170 b,1.41817537,2.6,,7.576544,5748.0,0.981614,0.963657,392.872
K2-188 c,2.83,8.4,1026.0,7.810253,5977.0,1.19,1.06,446.821
K2-119 b,2.53,6.94,666.0,7.727283,4740.0,0.71,0.76,365.581
MOA-2016-BLG-526L b,3.97,14.93793513,,,,,0.37,6930.0
WASP-8 c,12.5,3003.37,,4323.0,5690.0,0.990732,1.04,89.9606
2MASS J21252752-8138278 b,12.4,3813.940884,1616.0,,3592.0,0.672832,0.643977,34.1154
G 196-3 b,12.0,8263.538582,1670.0,,3517.0,0.522432,0.519782,21.7912
HAT-P-16 b,14.448,1332.605,1626.0,2.77596,6158.0,1.237,1.218,226.637
Kepler-1331 b,1.05,1.16,1244.0,0.789161653,4508.0,0.69,0.72,319.197
KELT-6 c,13.0,1179.1493,,1276.0,6272.0,1.529,1.126,240.726
TOI-1135 b,9.34085,51.42,1074.28,8.0277283,5962.7,1.15,1.156039,114.048
TOI-1759 b,3.14,10.8,443.0,18.85019,3930.0,0.5745,0.5666,40.0654
